category,headline,links,short_description,keywords,predicted_category
BUSINESS,Hurricane Harvey And The Failure Of The Free Market,https://www.huffingtonpost.com/entry/hurricane-harvey-and-the-failure-of-the-free-market_us_59a6ce80e4b0d81379a81c8e,This is a life-or-death situation.,hurricane-harvey-and-the-failure-of-the-free-market,BUSINESS
BUSINESS,What George Washington Can Teach Washington in 2016,https://www.huffingtonpost.com/entry/what-george-washington-ca_b_7726652.html,"With the 2016 Election season underway, the swirl of candidates and campaigns is drawing us into a discussion. Behind the talking points and slogans, what's on display is not just leaders or leadership styles, but underlying worldviews.",what-george-washington-ca,BUSINESS
BUSINESS,NYSE Runs Twitter IPO Test To Avoid  Facebook Chaos,https://www.huffingtonpost.com/entry/twitter-ipo-test-nyse_us_5bb300b3e4b0480ca661084d,"The Big Board, run by NYSE Euronext, regularly does systems testing on the weekends, but this was the first time it had run",twitter-ipo-test-nyse,BUSINESS
BUSINESS,7 Questions About the Recent Oil Price Slump,https://www.huffingtonpost.com/entry/seven-questions-about-the_b_6368922.html,"Oil prices have plunged recently, affecting everyone: producers, exporters, governments, and consumers.  Overall, we see this as a shot in the arm for the global economy. There is, however, much more to this complex and evolving story.",seven-questions-about-the,BUSINESS
BUSINESS,It Looks Like Uber's Winning Its War With New York,https://www.huffingtonpost.com/entry/uber-ad-nyc-cap-de-blasio_us_55af97a9e4b07af29d56dd96,Grab the popcorn.,uber-ad-nyc-cap-de-blasio,ENTERTAINMENT
BUSINESS,Life Lesson: Making the Ask,https://www.huffingtonpost.com/entry/life-lesson-making-the-as_us_5bb2f690e4b0480ca65fa9e9,Fundraising comes down to factors. Being brave enough to ask someone for money and finding people who are interested in the cause you are espousing.,life-lesson-making-the-as,WELLNESS
BUSINESS,Federal Reserve Accidentally Leaks Secret Documents,https://www.huffingtonpost.com/entry/federal-reserve-accidentally-leaks-secret-documents_us_55b2eb80e4b0a13f9d18bd9f,"Another dent in the Fed's reputation for keeping secrets, secret.",federal-reserve-accidentally-leaks-secret-documents,BUSINESS
BUSINESS,"Sharing Economy Leaders Will Be the New ""Demons,"" as Airbnb and Uber Leapfrog Over Traditional Hotels and Taxis",https://www.huffingtonpost.com/entry/sharing-economy-leaders-w_b_5682812.html,"The sharing economy sector - where people with average holdings use their homes, cars, skills, and tools to make a living and pay their bills - passed a major milestone in 2014: it generated its first billionaires - the founders of room-sharing site Airbnb.",sharing-economy-leaders-w,BUSINESS
BUSINESS,Organization Matters: Organize Your Life and Your Business Around You,https://www.huffingtonpost.com/entry/organization-matters-organize-your-life-organize-your-business_b_6358140.html,You've got to start with your heart. Go deep and get to know yourself. Learn about your unique identity. See the labels the world has slapped on you and let them go. Organize your life so that it works for YOU.,organization-matters-organize-your-life-organize-your-business,BUSINESS
BUSINESS,"Greek Debt Deal: Officials, Lenders Struggle To Orchestrate Bailout Amidst Tough Political Climate",https://www.huffingtonpost.com/entry/greek-debt-deal_us_5bb2b497e4b0480ca659e5ed,"ATHENS, Feb 5 (Reuters) - Greek Prime Minister Lucas Papademos faces a critical task of convincing international lenders",greek-debt-deal,WORLD NEWS
BUSINESS,America's Least Healthy Cities,https://www.huffingtonpost.comhttp://247wallst.com/special-report/2014/04/08/americas-most-and-least-healthy-cities/,"There’s no doubt that great strides have been made in Americans’ health over the years. Americans smoke less, are more likely",,WELLNESS
BUSINESS,5 Ways to Lead Millennials in the Workplace,https://www.huffingtonpost.com/entry/5-ways-to-lead-millennial_b_5329621.html,"Millennials are very different from generations before us. Where our grandparents valued hard work and grit and our parents education and job security, we were raised to believe that we could be whatever we wanted and to dream big.",5-ways-to-lead-millennial,BUSINESS
BUSINESS,Obama Is The Fifth President To See The S&P 500 Double While In Office,https://www.huffingtonpost.com/entry/obama-sp-500_us_5bb2f5f0e4b0480ca65f9914,"Despite conservative claims otherwise, the evidence seems to be mounting that the Obama Presidency has been good for business",obama-sp-500,POLITICS
BUSINESS,Obama Ridiculed For Sluggish Moves On College Accreditation,https://www.huffingtonpost.com/entry/obama-college-accreditation_us_56b3c59fe4b01d80b245a954,"The Education Department has the power to put dodgy accreditors out of business, but won't use it.",obama-college-accreditation,BUSINESS
BUSINESS,"A Year After The Sony Hack, A Look At What's Changed -- And What Hasn't",https://www.huffingtonpost.comhttps://www.thewrap.com/inside-sony-pictures-a-year-after-the-hack-it-takes-a-while-to-turn-a-ship-this-big/,"The Sony hack was a corporate nightmare that reverberated through Hollywood, the U.S. State Department, the American workplace",,BUSINESS
BUSINESS,Tesla Won't Let You Use Its Self-Driving Cars For Uber,https://www.huffingtonpost.com/entry/tesla-self-driving-car-network-uber-lyft_us_5810cebfe4b001e247df8fe2,Details of the so-called Tesla Network will be released sometime next year.,tesla-self-driving-car-network-uber-lyft,BUSINESS
BUSINESS,Ikea’s New Project Will Create Jobs For Syrian Refugees,https://www.huffingtonpost.com/entry/ikea-syrian-refugees_us_5891e7e9e4b02772c4ea47d0,The company plans to employ Syrian refugees living in Jordan to produce a new line of handwoven rugs and textiles.,ikea-syrian-refugees,WORLD NEWS
BUSINESS,"As Obama Confronts Corporate Tax Reform, Past Lessons Suggest Lobbyists Will Fight For Loopholes",https://www.huffingtonpost.com/entry/obama-corporate-tax-reform_us_5bb2e85fe4b0480ca65e77a3,"John Buckley, the Democrats' chief counsel on the Ways & Means committee at the time, said that Thomas ""decided to do some",obama-corporate-tax-reform,POLITICS
BUSINESS,Life Lesson: Making the Ask,https://www.huffingtonpost.com/entry/life-lesson-making-the-as_us_5bb2f690e4b0480ca65fa9e9,Fundraising comes down to factors. Being brave enough to ask someone for money and finding people who are interested in the cause you are espousing.,life-lesson-making-the-as,WELLNESS
BUSINESS,Chobani Sues Alex Jones For Posting Vicious Fake News Stories,https://www.huffingtonpost.com/entry/chobani-sues-alex-jones-fake-news_us_58feaec6e4b06b9cb9198b65,The yogurt company says the falsified reports led to customers' calls to boycott their products.,chobani-sues-alex-jones-fake-news,BUSINESS
BUSINESS,"Tomato Deal Reached Between U.S., Mexico, Averting Trade War",https://www.huffingtonpost.com/entry/tomato-deal-us-mexico-trade-war_us_5bb2e6dce4b0480ca65e57eb,By Doug Palmer Mexican Economy Minister Ildefonso Guajardo said the deal guaranteed Mexican farmers access to the U.S. market,tomato-deal-us-mexico-trade-war,BUSINESS
BUSINESS,The SHEvolution Is Coming,https://www.huffingtonpost.com/entry/the-shevolution-is-coming_b_5620730.html,"This trend is changing the world, and I'm thrilled. At first, it tiptoes in quietly. On stilettos. Then suddenly and seemingly out of nowhere, comes its deafening blast. Women are rising. Never before have we so aggressively, efficiently, fearlessly and successfully pursued our goals.",the-shevolution-is-coming,WORLD NEWS
BUSINESS,Mom Who Recently Held Down 3 Jobs Wants Stable Home For Daughters,https://www.huffingtonpost.com/entry/shannon-white-handup-rent_us_567854dfe4b06fa6887e271a,Shannon White is thrilled to have a place to come home to. Now she wants her daughters to join her there.,shannon-white-handup-rent,PARENTING
BUSINESS,The Federal Reserve Leaves Key Interest Rate Unchanged Amid Slower Job Growth,https://www.huffingtonpost.com/entry/federal-reserve-june-interest-rate-decision_us_57605632e4b053d433068b7f,The risk of a Brexit contributed to the Fed's decision.,federal-reserve-june-interest-rate-decision,BUSINESS
BUSINESS,Mindset Hacks for Acing the Interview,https://www.huffingtonpost.com/entry/mindset-hacks-for-acing-t_b_7286258.html,Acing the interview begins with your mindset. The most successful interviewees are not passive outsiders to the process; they are active participants in creating the kind of situation most likely to serve them.,mindset-hacks-for-acing-t,BUSINESS
BUSINESS,Oil Baron's Descendants Shame Exxon Mobil For 'Morally Reprehensible Conduct',https://www.huffingtonpost.com/entry/rockefeller-fund-exxon-mobil-fossil-fuels_us_56f41a0ee4b04c4c37618e69,The Rockefeller Family Fund announced it is divesting from fossil fuels and threw shade on Exxon Mobil in the process.,rockefeller-fund-exxon-mobil-fossil-fuels,BUSINESS
BUSINESS,Companies That Waste Money On Super Bowl Ads: 24/7 Wall St.,https://www.huffingtonpost.com/entry/super-bowl-ads_us_5bb2b478e4b0480ca659e1d2,Also Read: AMR – Saving Corporate America one Bankruptcy at a Time 24/7 Wall St. tabulated all of the commercials from the,super-bowl-ads,BUSINESS
BUSINESS,Most Recommended Marketing Tools By Pro Bloggers,https://www.huffingtonpost.com/entry/most-recommended-marketing-tools-by-pro-bloggers_b_6633850.html,Most successful bloggers are not only great storytellers. They know the best and most effective tools of the trade too.,most-recommended-marketing-tools-by-pro-bloggers,BUSINESS
BUSINESS,"Hurricane Harvey Continues To Drench Texas, And Small Businesses Are Stepping Up To Help Small Businesses",https://www.huffingtonpost.com/entry/hurricane-harvey-continues-to-drench-texas-and-small_us_59a33b08e4b0a62d0987b055,"As a kid growing up in my family’s auto repair, paint and body business in Houston, Texas, my dad would always have our shop",hurricane-harvey-continues-to-drench-texas-and-small,BUSINESS
BUSINESS,These Are America's Poorest States,https://www.huffingtonpost.comhttp://247wallst.com/special-report/2015/09/17/richest-and-poorest-states/,"The United States added 3.2 million jobs in 2014, a greater addition to the workforce than in 2013, when 2.3 million jobs",,BUSINESS
BUSINESS,How Do Industry Experts Evaluate Credit Card Rewards?,https://www.huffingtonpost.com/entry/how-do-industry-experts-e_b_7700326.html,"If you've ever searched for a specific credit card online, you've most likely come across dozens of reviews and breakdowns. The more you delve into the topic, you can begin to see certain consistent trends emerge among the way analysts examine credit cards.",how-do-industry-experts-e,BUSINESS
BUSINESS,Could This Be the Year Recovery Finally Comes to Main Street?,https://www.huffingtonpost.com/entry/could-this-be-the-year-re_b_6256888.html,"We may be at a place where the Great Recession can move from the forefront and into our rearview mirrors. It could be the year when Santa adds something extra to the bottom line of retailers everywhere. We shall see. Don't forget, today is Giving Tuesday.",could-this-be-the-year-re,BUSINESS
BUSINESS,The Reconnection Agenda: The Fun and Easy Route to Broadly Shared Prosperity,https://www.huffingtonpost.com/entry/the-reconnection-agenda-the-fun-and-easy-route-to-broadly-shared-prosperity_b_7225086.html,"Since I agree with the vast majority of what Bernstein has to say, let me pick on three areas where I have some disagreement. The first is the discussion of the initial financial crisis that Bernstein stepped into at the start of 2009 as one of Obama's advisers.",the-reconnection-agenda-the-fun-and-easy-route-to-broadly-shared-prosperity,BUSINESS
BUSINESS,"Huge California Gas Leak Will Come To An End In February, Utility Says",https://www.huffingtonpost.com/entry/california-gas-leak_us_569e0f7be4b04c8137615841,"A relief well that the company began drilling in early December should reach the bottom of the 8,500-foot-deep well by late February or sooner, at which time it will be permanently taken out of service.",california-gas-leak,BUSINESS
BUSINESS,Hanging with High Achievers,https://www.huffingtonpost.com/entry/hanging-with-high-achieve_b_6868034.html,"I don't think it is overt, but high achievers have a sixth sense of who is worthy of their most precious commodity, time, and who is looking for instant gratification.",hanging-with-high-achieve,BUSINESS
BUSINESS,My 2015 Brand Hero: Warby Parker,https://www.huffingtonpost.com/entry/my-2015-brand-hero-warby-_b_7709274.html,They are doing almost everything right and studying them offers more lessons in how to launch a stellar brand than shelves of marketing theory and brand guides.,my-2015-brand-hero-warby-,BUSINESS
BUSINESS,European Telecom Altice Buys Cablevision For $17.7 Billion,https://www.huffingtonpost.com/entry/altice-cablevision-deal_us_55fa4c9be4b0fde8b0ccfc9a,The move is part of Altice's aggressive expansion in the U.S. market.,altice-cablevision-deal,BUSINESS
BUSINESS,College Degree Makes Upward Economic Mobility Much More Likely For America's Poor: Report,https://www.huffingtonpost.com/entry/college-degree-makes-upwa_us_5bb2c6cce4b0480ca65bdce9,"But these days a college degree is no guarantee of economic prosperity, especially among the nation’s youngest. The Great",college-degree-makes-upwa,BUSINESS
BUSINESS,The 10 States Taxing The Poor Most: 24/7 Wall St.,https://www.huffingtonpost.com/entry/states-taxes-poor-most_us_5bb2bd96e4b0480ca65b0592,"24/7 Wall St. identified 10 states that tax two-parent families of four living at the poverty line at the highest rate, based",states-taxes-poor-most,BUSINESS
SPORTS,How Imani Boyette's Love For Basketball Helped Her Overcome Depression,https://www.huffingtonpost.com/entry/how-imani-boyettes-love-for-basketball-helped-her-overcome-depression_us_5745cacfe4b0dacf7ad391fd,The WNBA player has faced depression since childhood.,how-imani-boyettes-love-for-basketball-helped-her-overcome-depression,SPORTS
SPORTS,Erin Andrews Has Emotional Day In Court Before Jurors View Nude Video,https://www.huffingtonpost.com/entry/erin-andrews-trial-nude-video-crying_us_56d09743e4b0871f60eb3ff7,"A computer expert testified that the images, taken without her permission in hotel rooms, were seen nearly 17 million times.",erin-andrews-trial-nude-video-crying,TRAVEL
SPORTS,Peyton Manning Will Announce Retirement On Monday: Reports,https://www.huffingtonpost.com/entry/peyton-manning-will-announce-retirement-on-monday_us_56dc4ae3e4b0ffe6f8e9bbc4,By Frank Pingue (Reuters) - Denver Broncos quarterback Peyton Manning will announce his retirement from the NFL at a news,peyton-manning-will-announce-retirement-on-monday,SPORTS
SPORTS,Male Survivor Of Larry Nassar Hopes Former Gymnastics Doctor 'Rots In Hell',https://www.huffingtonpost.com/entry/jacob-moore-larry-nassar-survivor-hopes-former-doctor-rots-in-hell_us_5a9e99a9e4b089ec353ea398,Gymnast Jacob Moore is the first male to publicly accuse Nassar of sexual abuse.,jacob-moore-larry-nassar-survivor-hopes-former-doctor-rots-in-hell,SPORTS
SPORTS,Tom Brady's Mom Has Been Quietly Undergoing Chemo This Entire Season,https://www.huffingtonpost.com/entry/tom-brady-mom-cancer_us_58987f6fe4b0c1284f26d091,Turns out that's why Brady said he wanted to win for her before the game.,tom-brady-mom-cancer,SPORTS
SPORTS,Top Golfer Dustin Johnson Skipping Olympics Over Zika Fears,https://www.huffingtonpost.com/entry/dustin-johnson-olympics-zika_us_57817329e4b01edea78e3738,"Johnson joins Jason Day, Rory McIlroy and Adam Scott as top 10 golfers who have opted out of Rio.",dustin-johnson-olympics-zika,SPORTS
SPORTS,Teixeira Comes Up Big Against Colon,https://www.huffingtonpost.com/entry/teixeira-comes-up-big-aga_us_5bb6a1d3e4b097869fd21105,"Every player endures rough times in a season.  Baseball is a long sport so usually, the mentality is to coast through those bad times and eventually your game comes back.  But for Mark Teixeira he just picked up where he left off last night.",teixeira-comes-up-big-aga,SPORTS
SPORTS,John Orozco Breaks Down After Qualifying For USA Gymnastics Team,https://www.huffingtonpost.com/entry/john-orozco-qualifies-for-rio_us_57715523e4b0dbb1bbbb43e8,"Orozco, who competed on the Olympic team in 2012, has dealt with multiple tragedies in the last 16 months.",john-orozco-qualifies-for-rio,SPORTS
SPORTS,No. 16 UMBC Defeats No. 1 Virginia In Biggest Upset In Men's NCAA Tournament History,https://www.huffingtonpost.com/entry/umbc-defeats-virginia-ncaa_us_5aac8a90e4b05b2217fee4e1,It's the first time in the men's NCAA tournament a No. 16 seed has defeated a No. 1 seed.,umbc-defeats-virginia-ncaa,SPORTS
SPORTS,NCAA Ban On Paying Athletes Faces More Threats,https://www.huffingtonpost.com/entry/ncaa-ban-on-paying-athletes-faces-more-threats_us_55d90595e4b0a40aa3ab333e,"The battle is far from over, and tides may be shifting towards students.",ncaa-ban-on-paying-athletes-faces-more-threats,SPORTS
SPORTS,Dick Vitale Live Tweeted Billy Joel Concert,https://www.huffingtonpost.com/entry/dick-vitale-billy-joel-live-tweeted-concert_us_5bb73affe4b097869fd4a554,"My life? MY LIFE! Here's our first ""baby"" of the evening. By Joe Lucia, Awful Announcing For some reason, Vitale tagging",dick-vitale-billy-joel-live-tweeted-concert,ENTERTAINMENT
SPORTS,NBA Says It Might Pull All-Star Game From North Carolina Over Anti-LGBT Law,https://www.huffingtonpost.com/entry/nba-all-star-game-north-carolina-lgbt-law_us_57192cece4b0d912d5fe007b,"The commissioner says playing the game there would be ""problematic"" for the league.",nba-all-star-game-north-carolina-lgbt-law,SPORTS
SPORTS,Michigan State vs. Saint Louis In NCAA Tournament 2012 Third Round,https://www.huffingtonpost.com/entry/michigan-st-vs-saint-louis-ncaa-tournament-predict_us_5bb69de8e4b097869fd1db08,"By Greg Mengelt, CollegeHoops.Net (1) Michigan State vs. (8) Saint Louis: West Region   Records Michigan State 28-7, 13-5",michigan-st-vs-saint-louis-ncaa-tournament-predict,SPORTS
SPORTS,"Bowl Games 2012-2013: Northwestern, Texas, Michigan State Among Teams Desperate For Win",https://www.huffingtonpost.com/entry/bowl-games-2012-2013-northwestern-texas_us_5bb6c82ee4b097869fd2d0ab,"Northwestern: We know all about the Wildcats' struggles to make the NCAA tournament in men's basketball, but the football",bowl-games-2012-2013-northwestern-texas,SPORTS
SPORTS,Nike Just Signed LeBron James For Life,https://www.huffingtonpost.com/entry/lebron-james-nike-lifetime-deal_us_5665f925e4b08e945ff08553,LeBron continues to make history on and off the court.,lebron-james-nike-lifetime-deal,SPORTS
SPORTS,Cute Kid Shoots The Sh*t With Andre Drummond On Bench During Game,https://www.huffingtonpost.com/entry/andre-drummond-detroit-pistons-cute-kid-bench_us_56d45a5be4b03260bf776fa9,This kid will be an Andre Drummond fan for life.,andre-drummond-detroit-pistons-cute-kid-bench,PARENTING
SPORTS,Buster Posey Back on the Rise,https://www.huffingtonpost.com/entry/buster-posey-back-on-the_us_5bb6b2cfe4b097869fd277bf,"Posey is a front runner for the league MVP award and was named the recipient of the 2012 Willie Mac award. ""It was a unanimous decision,"" said Giants manager Bruce Bochy.",buster-posey-back-on-the,SPORTS
SPORTS,Current NFL Player Announces He's Donating His Brain To Science,https://www.huffingtonpost.com/entry/steve-weatherford-brain-sidney-rice-nfl_n_6796068.html,He's joined by former Seattle Seahawk Sidney Rice.,steve-weatherford-brain-sidney-rice-nfl,SPORTS
SPORTS,Blake Griffin Reportedly Injured His Hand Roughing Up A Clippers Employee,https://www.huffingtonpost.com/entry/blake-griffin-hand-injury-equipment-manager_us_56a79d29e4b01a3ed123deb0,"Well, that's quite the plot twist.",blake-griffin-hand-injury-equipment-manager,SPORTS
SPORTS,Michigan State vs. Saint Louis In NCAA Tournament 2012 Third Round,https://www.huffingtonpost.com/entry/michigan-st-vs-saint-louis-ncaa-tournament-predict_us_5bb69de8e4b097869fd1db08,"By Greg Mengelt, CollegeHoops.Net (1) Michigan State vs. (8) Saint Louis: West Region   Records Michigan State 28-7, 13-5",michigan-st-vs-saint-louis-ncaa-tournament-predict,SPORTS
SPORTS,There Won’t Be Any Annoying Daily Fantasy Sports Ads During March Madness,https://www.huffingtonpost.com/entry/ncaa-bans-daily-fantasy-sports-ads-tournament_us_5627ca6be4b08589ef4a3718,The NCAA actually did a good thing for once.,ncaa-bans-daily-fantasy-sports-ads-tournament,SPORTS
SPORTS,Oregon Fake Punt: No. 3 Ducks' Bold Call Goes For 66 Yards Against No. 12 UCLA  (VIDEO),https://www.huffingtonpost.com/entry/oregon-fake-punt-ucla_us_5bb71bc6e4b097869fd43708,"The uniforms aren't the only bold thing in Eugene. Trailing No. 12 UCLA 7-0 early on Saturday night, the No. 3 Oregon Ducks",oregon-fake-punt-ucla,SPORTS
SPORTS,"A Boy At School Got Bullied, So A Classmate Gave Him Some LeBrons",https://www.huffingtonpost.com/entry/lebron-james-classmate-gift_us_564c85dbe4b06037734bc093,The boy had been teased for the shoes he wore to school one day.,lebron-james-classmate-gift,PARENTING
SPORTS,"For First Time In 20 Years, Team USA's Women Athletes Won More Medals Than The Men",https://www.huffingtonpost.com/entry/team-usa-women-more-medals-men_us_5a934e92e4b01e9e56bd00f0,"There were more men than women on the team, too.",team-usa-women-more-medals-men,SPORTS
SPORTS,Eurotrip 2012 - Day 2,https://www.huffingtonpost.com/entry/euro-2012-jimmy-conrad-video-blog-day-2_us_5bb6a30ae4b097869fd21a65,It's been a whirlwind of seeing the sights and meeting a lot of nice and interesting people but now it's time for the games to start!,euro-2012-jimmy-conrad-video-blog-day-2,WELLNESS
SPORTS,J.J. Watt Gets Two ‘Saved By The Bell’ Encounters In One Week,https://www.huffingtonpost.com/entry/jj-watt-saved-by-the-bell_us_560971ace4b0dd85030861f6,Who wouldn't be so excited to get a shoutout from the one and only Kelly Kapowski?,jj-watt-saved-by-the-bell,SPORTS
SPORTS,Can You Spot What's Wrong With This Picture?,https://www.huffingtonpost.com/entry/florida-panthers-carolina-super-bowl-whoops_us_56b24982e4b04f9b57d81a15,Look a little closer.,florida-panthers-carolina-super-bowl-whoops,PARENTING
SPORTS,Yankees Affiliate: Timing Of Blue Lives Matter Day An 'Unfortunate Coincidence',https://www.huffingtonpost.com/entry/yankees-blue-lives-matter_us_55c8b185e4b0923c12bd62d2,The game occurred on the one-year anniversary of Michael Brown’s death.,yankees-blue-lives-matter,SPORTS
SPORTS,"2015 WWE Extreme Rules - Matches, Rumors, and Predictions!",https://www.huffingtonpost.com/entry/2015-wwe-extreme-rules-ma_b_7143210.html,Tomorrow Night Is The 2015 WWE EXTREME RULES PPV on the WWE Network! It all starts with the Kickoff Show at 7:30pm EST. Here are some rumors and predictions for the PPV!,2015-wwe-extreme-rules-ma,SPORTS
SPORTS,"Bryce Harper Has 2 Words For Umpire Brian Knight, And They're Not Very Nice",https://www.huffingtonpost.com/entry/bryce-harper-curses-ump_us_57314c6ce4b096e9f09276b1,Stay classy.,bryce-harper-curses-ump,SPORTS
SPORTS,"Player Gets Pantsed On National TV, Reacts Like A Pro",https://www.huffingtonpost.com/entry/dyshawn-pierre_n_6901612.html,Few things could be more embarrassing than losing your shorts on national TV.,dyshawn-pierre,SPORTS
SPORTS,USA Gymnastics Cuts Ties With Training Center Where Athletes Say Nassar Abused Them,https://www.huffingtonpost.com/entry/usa-gymnastics-karolyi-ranch-nassar_us_5a61062ae4b01d91b254107d,Karolyi Ranch in Texas served as the USA Gymnastics national team training center for years.,usa-gymnastics-karolyi-ranch-nassar,SPORTS
SPORTS,"Bengals Win Because Of Science, Says Neil deGrasse Tyson",https://www.huffingtonpost.com/entry/bengals-win-neil-degrasse-tyson_us_561c160ce4b0dbb8000f8895,"The Coriolis effect, caused by the earth's rotation, explains why the ball bounced right after hitting a goal post upright.",bengals-win-neil-degrasse-tyson,SPORTS
SPORTS,Photos Emerge Showing NFL Star's Horrific (Alleged) Domestic Violence,https://www.huffingtonpost.comhttp://deadspin.com/this-is-why-nfl-star-greg-hardy-was-arrested-for-assaul-1739117634?trending_test_a&utm_expid=66866090-62.H_y_0o51QhmMY_tue7bevQ.1&utm_referrer=https://t.co/LAnJll1i6X,"Barefoot and frightened, Nicole Holder walked as fast as she could through the darkness, and the moment she saw the cops",,SPORTS
SPORTS,Browns' Josh Gordon To Enter Rehab,https://www.huffingtonpost.com/entry/josh-gordon-rehab_us_57eda173e4b0c2407cdd162b,Gordon has missed 30 of 35 of the Browns' last games due to suspensions over failed drug tests.,josh-gordon-rehab,SPORTS
SPORTS,Michael Phelps Ends Olympic Career With One More Gold Medal,https://www.huffingtonpost.com/entry/michael-phelps-last-olympic-race-retired_us_57adddb9e4b007c36e4e4189,"The winningest Olympian of all time has retired, or so he says.",michael-phelps-last-olympic-race-retired,SPORTS
SPORTS,Michael Bennett Wants NFL Players To Be More Outspoken About Social Issues,https://www.huffingtonpost.com/entry/michael-bennett-wants-nfl-players-to-be-more-outspoken-about-social-issues_us_57a0e728e4b0693164c2eb0d,He believes they should follow the WNBA's lead.,michael-bennett-wants-nfl-players-to-be-more-outspoken-about-social-issues,SPORTS
SPORTS,The Baltimore Ravens Are Considering Signing Colin Kaepernick,https://www.huffingtonpost.com/entry/the-baltimore-ravens-are-considering-signing-colin-kaepernick_us_597f3639e4b02a8434b7d558,"The team has had ""direct discussions"" with the controversial quarterback.",the-baltimore-ravens-are-considering-signing-colin-kaepernick,SPORTS
SPORTS,LIVE: Brady vs. Manning,https://www.huffingtonpost.comhttp://espn.go.com/nfl/game?gameId=400820436,Patriots vs. Broncos,,SPORTS
SPORTS,Certainly Looks Like Some Weed Fell Out Of Kevin Durant's Car Last Night,https://www.huffingtonpost.com/entry/kevin-durant-weed-marijuana-pot_n_7428520.html,"Live your best life, KD.",kevin-durant-weed-marijuana-pot,SPORTS
SPORTS,Elect To Watch All 13 Of Stephen Curry's Record-Breaking 3-Pointers,https://www.huffingtonpost.com/entry/stephen-curry-record-breaking-3-pointers_us_5821b957e4b0e80b02cc752d,Just wow.,stephen-curry-record-breaking-3-pointers,SPORTS
SPORTS,G-Men's Journey From Champs to Chumps,https://www.huffingtonpost.comhttp://www.grantland.com/story/_/id/8777197/bill-barnwell-fall-giants-rest-week-16-news,Eight point five percent. Just seven weeks after they beat the Cowboys in Dallas and confirmed their third consecutive 6,,SPORTS
SPORTS,"The Spirit Of The Olympic Games, Captured In 1 Heartwarming Picture",https://www.huffingtonpost.com/entry/olympic-spirit-photograph-rio-2016_us_57b197d1e4b069e7e505bc1a,This is what the games should be all about.,olympic-spirit-photograph-rio-2016,SPORTS
SPORTS,"Samantha Steele, Christian Ponder Dating: Vikings QB Confirms Relationship With ESPN Reporter",https://www.huffingtonpost.com/entry/samantha-steele-christian-ponder-dating-espn_us_5bb6babde4b097869fd29483,Vikings quarterback Christian Ponder is having himself quite the breakout 2012 in Minnesota. ESPN sideline reporter Samantha,samantha-steele-christian-ponder-dating-espn,SPORTS
SPORTS,Yankees Affiliate: Timing Of Blue Lives Matter Day An 'Unfortunate Coincidence',https://www.huffingtonpost.com/entry/yankees-blue-lives-matter_us_55c8b185e4b0923c12bd62d2,The game occurred on the one-year anniversary of Michael Brown’s death.,yankees-blue-lives-matter,SPORTS
SPORTS,Oregon Fake Punt: No. 3 Ducks' Bold Call Goes For 66 Yards Against No. 12 UCLA  (VIDEO),https://www.huffingtonpost.com/entry/oregon-fake-punt-ucla_us_5bb71bc6e4b097869fd43708,"The uniforms aren't the only bold thing in Eugene. Trailing No. 12 UCLA 7-0 early on Saturday night, the No. 3 Oregon Ducks",oregon-fake-punt-ucla,SPORTS
SPORTS,Munenori Kawasaki Was Drunk And Hilarious After His Team Clinched The AL East,https://www.huffingtonpost.com/entry/toronto-blue-jays-munenori-kawasaki-drunk_us_560d55c0e4b076812700f9bf,He was celebrating the Blue Jays' first AL East title in 22 years the right way.,toronto-blue-jays-munenori-kawasaki-drunk,SPORTS
SPORTS,Michael Bennett Wants NFL Players To Be More Outspoken About Social Issues,https://www.huffingtonpost.com/entry/michael-bennett-wants-nfl-players-to-be-more-outspoken-about-social-issues_us_57a0e728e4b0693164c2eb0d,He believes they should follow the WNBA's lead.,michael-bennett-wants-nfl-players-to-be-more-outspoken-about-social-issues,SPORTS
SPORTS,James Harden Had The Most Fun Ever Fooling A Kid At Basketball Camp,https://www.huffingtonpost.com/entry/james-harden-had-the-most-fun-ever-fooling-a-kid-at-basketball-camp_us_5771445ae4b0f168323a283f,"In one move, the NBA star just made this youngster's summer.",james-harden-had-the-most-fun-ever-fooling-a-kid-at-basketball-camp,SPORTS
SPORTS,What Winning Really Means,https://www.huffingtonpost.com/entry/what-winning-really-means_us_580ccde2e4b0f8715789fc97,"Yesterday, I led a workshop in large part about identities and what framework or lens we use with which we view the world",what-winning-really-means,SPORTS
SPORTS,Ryder Cup LIVE: Track Sunday Singles At Medinah,https://www.huffingtonpost.comhttp://golfweek.com/news/2012/sep/30/ryder-cup-tracker-sunday-singles-medinah/,"MEDINAH, Ill. -- The formula is simple on Ryder Cup Sunday. The U.S. needs 4.5 points to win, the Europeans need to win 8",,SPORTS
SPORTS,Sonia Sotomayor Dresses Up In Support Of Yankees Star Aaron Judge,https://www.huffingtonpost.com/entry/sonia-sotomayor-yankees-aaron-judge_us_59a8b6e0e4b0354e44092306,All Rise!,sonia-sotomayor-yankees-aaron-judge,SPORTS
SPORTS,Simone Biles And Shaq Kick Off Super Bowl With An Epic Photo,https://www.huffingtonpost.com/entry/simone-biles-shaq-photo_us_58979ab2e4b09bd304bbd469,🙄,simone-biles-shaq-photo,SPORTS
